NodeId,SpeedNode,CpuUsageNode,BlocksMinedInLongestChain,TotalBlocksMined,Ratio
1,1,1,0,0,NA
2,1,1,0,0,NA
3,1,1,0,0,NA
4,1,0,0,0,NA
5,0,0,0,0,NA
6,1,0,0,0,NA
7,1,0,0,0,NA
8,1,0,0,0,NA
9,0,1,0,0,NA
10,1,1,0,0,NA
11,1,0,0,0,NA
12,0,1,0,0,NA
13,0,1,0,0,NA
14,1,1,0,0,NA
15,1,0,0,0,NA
16,1,1,0,0,NA
17,1,1,0,0,NA
18,1,1,0,0,NA
19,1,0,0,0,NA
20,1,1,0,0,NA
