NodeId,SpeedNode,CpuUsageNode,BlocksMinedInLongestChain,TotalBlocksMined,Ratio
1,1,1,0,0,NA
2,0,1,1,1,1
3,1,0,0,0,NA
4,1,1,1,1,1
5,1,1,2,2,1
6,1,1,0,0,NA
7,1,1,0,0,NA
8,1,0,0,0,NA
9,0,0,0,0,NA
10,0,0,0,0,NA
11,0,1,1,1,1
12,1,0,0,0,NA
13,1,1,1,1,1
14,1,1,1,1,1
15,1,1,0,0,NA
16,1,0,0,0,NA
17,1,0,0,0,NA
18,1,1,0,0,NA
19,1,1,1,1,1
20,1,0,0,0,NA
