NodeId,SpeedNode,CpuUsageNode,BlocksMinedInLongestChain,TotalBlocksMined,Ratio
1,1,0,1,2,0.5
2,1,0,0,0,NA
3,0,0,2,2,1
4,1,1,4,4,1
5,1,0,1,1,1
6,1,1,6,6,1
7,1,1,6,6,1
8,1,1,4,4,1
9,0,1,2,2,1
10,0,1,4,5,0.8
11,1,1,0,1,NA
12,1,0,1,1,1
13,1,1,4,4,1
14,1,0,1,1,1
15,1,1,3,4,0.75
16,0,1,4,4,1
17,1,1,3,3,1
18,1,0,0,0,NA
19,1,0,1,1,1
20,1,1,2,2,1
