Node,Speed(0 - slow | 1 - fast),CPU_Usage(0 - low | 1 - high),#Blocks Mined in Longest Chain, #Total Blocks Mined in Blockchain, Ratio of #BlocksMinedInLongestChain vs #TotalMinedBlocks
1,1,1,2,3,0.666667
2,1,1,1,1,1
3,1,1,4,4,1
4,1,1,4,4,1
5,1,1,7,7,1
6,1,1,3,3,1
7,1,1,4,4,1
8,1,1,6,6,1
9,1,1,5,5,1
10,1,1,2,2,1
11,1,1,1,1,1
12,1,1,6,6,1
13,1,1,7,7,1
14,1,1,3,3,1
15,1,1,5,5,1
16,1,1,6,6,1
17,1,1,3,5,0.6
18,1,1,2,2,1
19,1,1,4,4,1
20,1,1,3,3,1
